CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15757952,Teng,651,France,Female,44.0,2,0.0,2,1.0,0.0,102530.35,0
15656148,Obinna,376,Germany,Female,44.0,4,115046.74,4,1.0,0.0,119346.88,1
15635459,Cantrell,667,Spain,Female,27.0,3,106116.5,1,1.0,0.0,3674.71,0
15694321,Su,619,France,Male,28.0,3,0.0,2,0.0,0.0,53394.12,0
15800805,Smith,547,Germany,Female,23.0,3,92816.79,2,1.0,1.0,87977.38,0
15748597,Andrews,738,France,Female,29.0,8,0.0,2,1.0,1.0,47454.93,0
15709917,Maclean,587,France,Female,51.0,5,0.0,1,1.0,1.0,113645.4,1
15777784,Ts'ai,583,France,Female,37.0,5,0.0,1,1.0,1.0,133086.45,0
15643032,Uvarov,769,France,Female,46.0,3,0.0,2,1.0,1.0,177519.39,1
15788776,Landor,636,Germany,Female,49.0,0,132623.76,1,0.0,1.0,71433.88,0
15607713,Okeke,681,Spain,Male,33.0,9,0.0,2,1.0,1.0,19720.06,0
15603846,Fang,818,France,Male,37.0,2,0.0,2,1.0,1.0,83978.86,0
15781530,Hsieh,733,Germany,Male,65.0,6,118050.79,1,1.0,1.0,155799.86,1
15707974,Hsieh,678,Spain,Female,59.0,3,0.0,1,1.0,0.0,61312.15,1
15648800,Hsing,653,France,Male,54.0,6,0.0,2,1.0,1.0,61581.2,0
15583580,Cremonesi,845,France,Male,34.0,3,0.0,2,1.0,0.0,112668.02,0
15793825,Lombardo,771,Spain,Female,40.0,4,89047.14,1,0.0,1.0,62700.08,1
15581274,Pagnotto,637,Germany,Male,31.0,3,135889.06,1,1.0,0.0,140124.31,0
15702298,Lucciano,579,Germany,Female,36.0,2,144773.29,1,1.0,0.0,173511.72,1
15757541,Kao,710,Spain,Male,25.0,6,0.0,2,1.0,1.0,161241.65,0
15646372,Outhwaite,637,France,Female,66.0,1,135842.41,1,1.0,1.0,183840.51,0
15759991,Rapuokwu,582,France,Male,31.0,9,87772.52,1,1.0,0.0,188516.45,1
15581551,Nkemakonam,648,France,Male,33.0,7,0.0,2,1.0,1.0,160129.99,0
15686840,Lo Duca,567,Germany,Male,33.0,7,108957.3,1,0.0,1.0,59093.39,0
15686870,Manna,707,Germany,Female,50.0,3,141749.79,1,1.0,0.0,75860.97,1
15652999,Mazzanti,738,Spain,Female,37.0,7,0.0,1,0.0,1.0,81249.89,0
15651664,Wilder,615,France,Female,61.0,1,104267.7,1,1.0,1.0,62845.64,0
15661670,Chia,683,France,Male,34.0,9,0.0,1,1.0,0.0,38691.34,0
15707918,Martin,679,France,Female,38.0,4,0.0,2,1.0,1.0,162989.33,0
15717307,Read,496,France,Male,40.0,7,0.0,2,1.0,0.0,93713.13,0
15612505,Joseph,835,Spain,Male,45.0,3,100212.13,2,1.0,0.0,152577.62,0
15585388,Scott,666,France,Female,37.0,3,121245.98,1,1.0,0.0,55775.62,0
15729582,P'an,716,France,Female,49.0,8,0.0,1,1.0,0.0,103747.58,0
15786078,Iloerika,722,France,Male,54.0,4,0.0,1,1.0,0.0,142331.85,1
15664720,Pisani,720,France,Male,37.0,5,113150.44,2,1.0,1.0,25165.36,0
15591428,T'ien,724,Germany,Male,39.0,4,129855.32,1,1.0,1.0,93524.19,0
15573076,H?,645,France,Male,34.0,8,148045.64,1,1.0,1.0,35321.73,0
15651955,Hanson,603,France,Male,31.0,6,0.0,1,1.0,1.0,9607.1,1
15807553,Yefremova,686,Spain,Male,42.0,1,0.0,2,1.0,1.0,105720.09,0
15672875,Ponomarev,714,Spain,Female,44.0,5,158024.38,2,0.0,1.0,94875.03,0
15589431,Chikwado,656,Germany,Male,60.0,9,127847.86,1,1.0,0.0,98320.27,1
15601263,Maclean,705,Germany,Male,30.0,5,161806.73,2,0.0,1.0,132943.29,0
15798895,Ch'iu,611,Germany,Male,29.0,8,140121.17,1,1.0,0.0,88827.67,0
15712303,Ewing,850,France,Male,39.0,1,0.0,1,0.0,0.0,152996.89,0
15611551,Hill,627,Spain,Male,23.0,5,0.0,2,1.0,0.0,134483.07,0
15630641,Williams,610,France,Female,36.0,4,129440.3,2,1.0,0.0,102638.35,1
15806546,Baresi,642,France,Female,27.0,1,0.0,2,1.0,0.0,142730.27,0
15771702,Chukwudi,809,Germany,Female,43.0,6,116574.02,1,0.0,0.0,115611.97,1
